Date,Open,High,Low,Close,Adj Close,Volume,Difference,Year,Volume_Cnt,Month,Day,Difference_Afirm
2019-11-19,48.11000061035156,48.4900016784668,47.720001220703125,48.16999816894531,45.04359436035156,13108100,-0.523651123046875,2019,1,11,19,1
2019-11-21,47.7599983215332,48.41999816894531,47.70000076293945,48.41999816894531,45.277366638183594,15624200,-0.23377227783203125,2019,1,11,21,1
2019-11-22,48.54999923706055,50.029998779296875,48.54999923706055,50.029998779296875,46.78287124633789,27680500,-1.5055046081542969,2019,2,11,22,1
2019-11-25,50.540000915527344,51.18000030517578,50.43000030517578,50.86000061035156,47.55900573730469,24507100,-0.7761344909667969,2019,2,11,25,1
2019-11-26,50.599998474121094,51.5,50.459999084472656,51.220001220703125,47.8956413269043,32446500,-0.3366355895996094,2019,3,11,26,1
2019-11-27,50.93000030517578,51.20000076293945,50.130001068115234,50.58000183105469,47.29718017578125,13507600,0.5984611511230469,2019,1,11,27,0
2019-11-28,50.560001373291016,50.880001068115234,49.689998626708984,50.369998931884766,47.100807189941406,10145300,0.19637298583984375,2019,1,11,28,0
2019-11-29,50.369998931884766,50.470001220703125,49.81999969482422,49.97999954223633,46.73611831665039,10290800,0.3646888732910156,2019,1,11,29,0
2019-12-02,50.150001525878906,51.689998626708984,50.11000061035156,51.34000015258789,48.007850646972656,23952200,-1.2717323303222656,2019,2,12,02,1
2019-12-03,51.25,51.2599983215332,50.25,50.41999816894531,47.147560119628906,13479700,0.86029052734375,2019,1,12,03,0
2019-12-04,50.83000183105469,51.029998779296875,50.529998779296875,50.91999816894531,47.615108489990234,9105800,-0.4675483703613281,2019,0,12,04,1
2019-12-05,50.70000076293945,51.08000183105469,50.54999923706055,50.95000076293945,47.643165588378906,9503500,-0.028057098388671875,2019,0,12,05,1
2019-12-06,51.25,51.689998626708984,51.029998779296875,51.349998474121094,48.0172004699707,13892600,-0.3740348815917969,2019,1,12,06,1
2019-12-09,52.25,52.4900016784668,51.33000183105469,51.439998626708984,48.10136032104492,19388300,-0.08415985107421875,2019,1,12,09,1
2019-12-10,51.220001220703125,51.43000030517578,50.900001525878906,51.20000076293945,47.87693786621094,13878600,0.22442245483398438,2019,1,12,10,0
2019-12-11,51.380001068115234,52.04999923706055,51.220001220703125,51.83000183105469,48.46604919433594,15572100,-0.589111328125,2019,1,12,11,1
2019-12-12,52.099998474121094,53.060001373291016,51.72999954223633,52.95000076293945,49.51335906982422,25140900,-1.0473098754882812,2019,2,12,12,1
2019-12-13,53.29999923706055,54.0,52.84000015258789,53.7599983215332,50.270782470703125,28172500,-0.7574234008789062,2019,2,12,13,1
2019-12-16,54.5,54.66999816894531,53.34000015258789,53.34000015258789,49.87804412841797,21806800,0.39273834228515625,2019,2,12,16,0
2019-12-17,53.25,53.709999084472656,53.04999923706055,53.41999816894531,49.952850341796875,13570300,-0.07480621337890625,2019,1,12,17,1
2019-12-18,53.279998779296875,53.540000915527344,52.599998474121094,53.470001220703125,49.99960708618164,22924500,-0.046756744384765625,2019,2,12,18,1
2019-12-19,53.5,54.2400016784668,53.220001220703125,54.0,50.49520492553711,17683200,-0.49559783935546875,2019,1,12,19,1
2019-12-20,54.77000045776367,54.9900016784668,54.150001525878906,54.790000915527344,51.23393249511719,42124200,-0.7387275695800781,2019,4,12,20,1
2019-12-23,54.900001525878906,54.97999954223633,54.400001525878906,54.58000183105469,51.03756332397461,10225700,0.19636917114257812,2019,1,12,23,0
2019-12-26,54.810001373291016,55.0,54.5099983215332,54.790000915527344,51.23393249511719,20410000,-0.19636917114257812,2019,2,12,26,1
2019-12-27,53.9900016784668,54.0,53.41999816894531,53.599998474121094,51.44928741455078,13920400,-0.21535491943359375,2019,1,12,27,1
2019-12-30,53.650001525878906,53.86000061035156,53.20000076293945,53.29999923706055,51.16132736206055,11928100,0.2879600524902344,2019,1,12,30,0
2020-01-02,53.97999954223633,54.439998626708984,53.75,54.33000183105469,52.150001525878906,17509700,-0.9886741638183594,2020,1,01,02,1
2020-01-03,53.68000030517578,54.5,53.58000183105469,53.93000030517578,51.766048431396484,17284800,0.3839530944824219,2020,1,01,03,0
2020-01-06,53.79999923706055,53.79999923706055,53.150001525878906,53.61000061035156,51.45888900756836,32787800,0.307159423828125,2020,3,01,06,0
2020-01-07,53.5,54.189998626708984,53.400001525878906,54.0,51.8332405090332,16326400,-0.37435150146484375,2020,1,01,07,1
2020-01-08,54.20000076293945,54.369998931884766,53.619998931884766,54.0099983215332,51.842838287353516,15298500,-0.0095977783203125,2020,1,01,08,1
2020-01-09,53.75,53.869998931884766,53.04999923706055,53.29999923706055,51.16132736206055,14638000,0.6815109252929688,2020,1,01,09,0
2020-01-10,53.75,53.869998931884766,53.11000061035156,53.36000061035156,51.21892166137695,9129200,-0.05759429931640625,2020,0,01,10,1
2020-01-13,53.63999938964844,55.63999938964844,53.5099983215332,55.29999923706055,53.081077575683594,27497400,-1.8621559143066406,2020,2,01,13,1
2020-01-14,55.29999923706055,56.349998474121094,55.0,55.63999938964844,53.407432556152344,27817000,-0.32635498046875,2020,2,01,14,1
2020-01-15,55.29999923706055,56.08000183105469,55.11000061035156,55.459999084472656,53.234657287597656,21425300,0.1727752685546875,2020,2,01,15,0
2020-01-16,55.599998474121094,55.95000076293945,55.099998474121094,55.16999816894531,52.95629119873047,13149100,0.2783660888671875,2020,1,01,16,0
2020-01-17,56.25,57.09000015258789,56.099998474121094,57.0,54.71286392211914,36524100,-1.7565727233886719,2020,3,01,17,1
2020-01-20,57.0,57.36000061035156,56.529998779296875,57.36000061035156,55.05841827392578,16746300,-0.3455543518066406,2020,1,01,20,1
2020-01-21,56.79999923706055,57.0099983215332,55.7400016784668,56.029998779296875,53.78178405761719,25436800,1.2766342163085938,2020,2,01,21,0
2020-01-22,56.599998474121094,56.849998474121094,56.060001373291016,56.29999923706055,54.040950775146484,17269400,-0.2591667175292969,2020,1,01,22,1
2020-01-23,55.43000030517578,55.72999954223633,54.709999084472656,55.5,53.27305221557617,23028900,0.7678985595703125,2020,2,01,23,0
2020-01-24,55.619998931884766,55.72999954223633,53.689998626708984,53.79999923706055,51.641265869140625,19744800,1.6317863464355469,2020,1,01,24,0
2020-01-27,51.65999984741211,51.81999969482422,50.47999954223633,50.5099983215332,48.4832763671875,38779700,3.157989501953125,2020,3,01,27,0
2020-01-28,51.20000076293945,52.09000015258789,51.08000183105469,51.20000076293945,49.145591735839844,23046400,-0.6623153686523438,2020,2,01,28,1
2020-01-29,51.70000076293945,51.88999938964844,50.459999084472656,50.75,48.713645935058594,23323000,0.43194580078125,2020,2,01,29,0
2020-01-30,49.970001220703125,51.5,49.79999923706055,51.5,49.43355178833008,23083200,-0.7199058532714844,2020,2,01,30,1
2020-01-31,50.959999084472656,51.060001373291016,49.79999923706055,50.27000045776367,48.252906799316406,29988200,1.1806449890136719,2020,2,01,31,0
2020-02-03,50.5,51.09000015258789,49.79999923706055,50.90999984741211,48.867225646972656,18858200,-0.61431884765625,2020,1,02,03,1
2020-02-04,52.20000076293945,52.58000183105469,51.970001220703125,52.27000045776367,50.17265701293945,21559200,-1.3054313659667969,2020,2,02,04,1
2020-02-05,53.31999969482422,53.619998931884766,52.9900016784668,52.9900016784668,50.86376953125,26797700,-0.6911125183105469,2020,2,02,05,1
2020-02-06,53.65999984741211,53.91999816894531,52.81999969482422,53.279998779296875,51.142127990722656,22155800,-0.27835845947265625,2020,2,02,06,1
2020-02-07,52.880001068115234,52.959999084472656,51.91999816894531,52.099998474121094,50.00947570800781,14450900,1.1326522827148438,2020,1,02,07,0
2020-02-10,51.900001525878906,51.900001525878906,49.91999816894531,50.189998626708984,48.176116943359375,28244800,1.8333587646484375,2020,2,02,10,0
2020-02-11,51.150001525878906,52.20000076293945,51.02000045776367,52.04999923706055,49.961483001708984,27560600,-1.7853660583496094,2020,2,02,11,1
2020-02-12,53.099998474121094,53.380001068115234,52.83000183105469,53.06999969482422,50.940555572509766,28539800,-0.9790725708007812,2020,2,02,12,1
2020-02-13,52.220001220703125,52.400001525878906,51.560001373291016,52.13999938964844,50.04787063598633,20105600,0.8926849365234375,2020,2,02,13,0
2020-02-14,52.209999084472656,52.279998779296875,50.95000076293945,51.0,48.953617095947266,19896200,1.0942535400390625,2020,1,02,14,0
2020-02-17,51.709999084472656,53.40999984741211,51.619998931884766,53.40999984741211,51.26691436767578,28134200,-2.3132972717285156,2020,2,02,17,1
2020-02-18,52.54999923706055,53.04999923706055,52.119998931884766,52.79999923706055,50.68138885498047,18054400,0.5855255126953125,2020,1,02,18,0
2020-02-19,52.93000030517578,53.119998931884766,52.400001525878906,52.810001373291016,50.69099044799805,14439700,-0.009601593017578125,2020,1,02,19,1
2020-02-20,53.27000045776367,53.4900016784668,52.060001373291016,52.20000076293945,50.105464935302734,18818800,0.5855255126953125,2020,1,02,20,0
2020-02-21,51.0,51.13999938964844,49.79999923706055,50.130001068115234,48.118526458740234,32249900,1.9869384765625,2020,3,02,21,0
2020-02-27,44.650001525878906,45.540000915527344,43.560001373291016,44.470001220703125,42.68563461303711,42419000,5.432891845703125,2020,4,02,27,0
2020-02-28,43.9900016784668,44.310001373291016,43.20000076293945,44.310001373291016,42.53205490112305,33228600,0.1535797119140625,2020,3,02,28,0
2020-03-02,44.880001068115234,47.09000015258789,44.810001373291016,46.36000061035156,44.49979782104492,48372500,-1.967742919921875,2020,4,03,02,1
2020-03-03,46.7400016784668,49.09000015258789,46.06999969482422,46.349998474121094,44.490196228027344,52401800,0.009601593017578125,2020,5,03,03,0
2020-03-04,48.0,49.09000015258789,47.0,48.56999969482422,46.62112045288086,31476600,-2.1309242248535156,2020,3,03,04,1
2020-03-05,47.65999984741211,47.95000076293945,45.95000076293945,46.849998474121094,44.97013473510742,29092300,1.6509857177734375,2020,2,03,05,0
2020-03-06,44.20000076293945,45.81999969482422,43.650001525878906,44.61000061035156,42.82001495361328,39718600,2.1501197814941406,2020,3,03,06,0
2020-03-09,40.45000076293945,41.540000915527344,37.810001373291016,37.83000183105469,36.31206512451172,59037000,6.5079498291015625,2020,5,03,09,0
2020-03-10,41.900001525878906,45.34000015258789,40.79999923706055,44.810001373291016,43.01198959350586,63269800,-6.699924468994141,2020,5,03,10,1
2020-03-11,43.0099983215332,44.290000915527344,39.0,40.7400016784668,39.10530090332031,50025000,3.906688690185547,2020,5,03,11,0
2020-03-12,36.0,36.0,32.45000076293945,35.349998474121094,33.93157196044922,62222000,5.173728942871094,2020,5,03,12,0
2020-03-13,42.0,44.029998779296875,37.0,42.900001525878906,41.17863082885742,67635900,-7.247058868408203,2020,5,03,13,1
2020-03-16,36.0099983215332,41.400001525878906,36.0099983215332,39.040000915527344,37.473514556884766,59078300,3.7051162719726562,2020,5,03,16,0
2020-03-17,40.5,43.56999969482422,39.11000061035156,41.5099983215332,39.84440231323242,52743800,-2.3708877563476562,2020,5,03,17,1
2020-03-18,38.79999923706055,40.869998931884766,35.70000076293945,38.650001525878906,37.09916305541992,59689100,2.7452392578125,2020,5,03,18,0
2020-03-19,37.5,39.0,35.2599983215332,36.400001525878906,34.93944549560547,52645400,2.159717559814453,2020,5,03,19,0
2020-03-20,37.900001525878906,39.40999984741211,34.709999084472656,35.189998626708984,33.777992248535156,50479900,1.1614532470703125,2020,5,03,20,0
2020-03-23,35.54999923706055,35.86000061035156,33.369998931884766,34.099998474121094,32.73173141479492,41958300,1.0462608337402344,2020,4,03,23,0
2020-03-24,36.86000061035156,38.650001525878906,36.86000061035156,37.63999938964844,36.12968826293945,37044800,-3.3979568481445312,2020,3,03,24,1
2020-03-25,38.189998626708984,41.349998474121094,38.09000015258789,40.849998474121094,39.21088409423828,38064400,-3.081195831298828,2020,3,03,25,1
2020-03-26,41.0099983215332,42.40999984741211,39.9900016784668,42.0,40.31474304199219,36253000,-1.1038589477539062,2020,3,03,26,1
2020-03-27,39.29999923706055,41.439998626708984,39.20000076293945,40.099998474121094,38.4909782409668,32331200,1.8237648010253906,2020,3,03,27,0
2020-03-30,40.91999816894531,42.31999969482422,40.7400016784668,41.77000045776367,40.093971252441406,31298300,-1.6029930114746094,2020,3,03,30,1
2020-03-31,42.29999923706055,44.4900016784668,42.220001220703125,43.220001220703125,41.48579025268555,39238000,-1.3918190002441406,2020,3,03,31,1
2020-04-01,41.810001373291016,44.119998931884766,41.20000076293945,43.369998931884766,41.62976837158203,37092100,-0.14397811889648438,2020,3,04,01,1
2020-04-02,43.95000076293945,44.56999969482422,41.91999816894531,42.779998779296875,41.06344223022461,34372600,0.5663261413574219,2020,3,04,02,0
2020-04-03,42.79999923706055,42.869998931884766,39.7599983215332,40.5,38.87493133544922,31650000,2.1885108947753906,2020,3,04,03,0
2020-04-06,42.599998474121094,43.38999938964844,41.970001220703125,43.130001068115234,41.3994026184082,32019300,-2.5244712829589844,2020,3,04,06,1
2020-04-07,45.189998626708984,45.5,43.560001373291016,43.779998779296875,42.023319244384766,34191900,-0.6239166259765625,2020,3,04,07,1
2020-04-08,43.5,44.25,43.04999923706055,43.5099983215332,41.76415252685547,29464500,0.2591667175292969,2020,2,04,08,0
2020-04-09,43.95000076293945,44.470001220703125,42.84000015258789,43.279998779296875,41.54338073730469,29827800,0.22077178955078125,2020,2,04,09,0
2020-04-13,43.20000076293945,44.56999969482422,42.97999954223633,44.56999969482422,42.781620025634766,22066800,-1.2382392883300781,2020,2,04,13,1
2020-04-14,45.619998931884766,46.0,44.5,44.529998779296875,42.74322509765625,24713600,0.038394927978515625,2020,2,04,14,0
2020-04-15,43.5,43.900001525878906,42.61000061035156,43.189998626708984,41.456993103027344,28808700,1.2862319946289062,2020,2,04,15,0
2020-04-16,43.79999923706055,43.9900016784668,42.040000915527344,42.7599983215332,41.044246673583984,24442900,0.4127464294433594,2020,2,04,16,0
2020-04-17,43.900001525878906,44.22999954223633,43.220001220703125,44.0,42.234493255615234,23604600,-1.19024658203125,2020,2,04,17,1
2020-04-20,43.2599983215332,43.2599983215332,42.22999954223633,42.459999084472656,40.756282806396484,29050700,1.47821044921875,2020,2,04,20,0
2020-04-22,42.599998474121094,43.2400016784668,42.04999923706055,42.900001525878906,41.17863082885742,22693600,-0.4223480224609375,2020,2,04,22,1
2020-04-23,43.290000915527344,44.689998626708984,42.810001373291016,43.5099983215332,41.76415252685547,27171100,-0.5855216979980469,2020,2,04,23,1
2020-04-24,43.369998931884766,44.20000076293945,41.83000183105469,43.7599983215332,42.004119873046875,55165900,-0.23996734619140625,2020,5,04,24,1
2020-04-27,44.459999084472656,45.04999923706055,43.86000061035156,44.54999923706055,42.762420654296875,25580600,-0.75830078125,2020,2,04,27,1
2020-04-28,45.20000076293945,45.290000915527344,43.47999954223633,44.61000061035156,42.82001495361328,25680000,-0.05759429931640625,2020,2,04,28,1
2020-04-29,45.349998474121094,47.380001068115234,44.84000015258789,46.72999954223633,44.854949951171875,33207500,-2.0349349975585938,2020,3,04,29,1
2020-04-30,45.709999084472656,46.16999816894531,44.7599983215332,44.86000061035156,43.05998611450195,25720300,1.7949638366699219,2020,2,04,30,0
2020-05-04,43.70000076293945,44.33000183105469,43.400001525878906,43.93000030517578,42.167301177978516,16994300,0.8926849365234375,2020,1,05,04,0
2020-05-05,44.45000076293945,45.029998779296875,43.70000076293945,43.70000076293945,41.946529388427734,19070600,0.22077178955078125,2020,1,05,05,0
2020-05-06,44.189998626708984,44.7599983215332,43.61000061035156,44.33000183105469,42.55125045776367,26602700,-0.6047210693359375,2020,2,05,06,1
2020-05-07,45.630001068115234,46.97999954223633,45.45000076293945,46.04999923706055,44.202232360839844,42194300,-1.6509819030761719,2020,4,05,07,1
2020-05-08,47.5,48.959999084472656,46.970001220703125,48.849998474121094,46.8898811340332,33922800,-2.6876487731933594,2020,3,05,08,1
2020-05-11,48.209999084472656,49.25,47.72999954223633,47.72999954223633,45.814823150634766,24783100,1.0750579833984375,2020,2,05,11,0
2020-05-12,48.43000030517578,48.599998474121094,47.459999084472656,47.459999084472656,45.55565643310547,21806900,0.2591667175292969,2020,2,05,12,0
2020-05-13,48.16999816894531,49.18000030517578,47.65999984741211,48.540000915527344,46.592323303222656,34159500,-1.0366668701171875,2020,3,05,13,1
2020-05-14,47.95000076293945,48.459999084472656,46.939998626708984,48.09000015258789,46.16038131713867,35513400,0.4319419860839844,2020,3,05,14,0
2020-05-15,48.689998626708984,49.29999923706055,48.04999923706055,48.04999923706055,46.12198257446289,35196100,0.03839874267578125,2020,3,05,15,0
2020-05-18,50.34000015258789,51.599998474121094,49.95000076293945,51.2599983215332,49.203182220458984,41936200,-3.0811996459960938,2020,4,05,18,1
2020-05-19,51.29999923706055,52.709999084472656,51.09000015258789,52.29999923706055,50.20145034790039,27704400,-0.9982681274414062,2020,2,05,19,1
2020-05-20,53.369998931884766,53.66999816894531,52.5,52.5,50.393428802490234,27014500,-0.19197845458984375,2020,2,05,20,1
2020-05-21,52.290000915527344,52.65999984741211,50.369998931884766,51.130001068115234,49.078399658203125,41802300,1.3150291442871094,2020,4,05,21,0
2020-05-22,50.77000045776367,51.099998474121094,49.900001525878906,50.27000045776367,48.252906799316406,23933600,0.8254928588867188,2020,2,05,22,0
2020-05-25,51.40999984741211,51.68000030517578,49.91999816894531,50.099998474121094,48.089725494384766,21162000,0.16318130493164062,2020,2,05,25,0
2020-05-26,50.380001068115234,50.52000045776367,48.84000015258789,49.20000076293945,47.2258415222168,28917800,0.8638839721679688,2020,2,05,26,0
2020-05-27,49.84000015258789,50.83000183105469,48.779998779296875,50.63999938964844,48.60805892944336,31932100,-1.3822174072265625,2020,3,05,27,1
2020-05-28,51.0,51.650001525878906,50.04999923706055,50.09000015258789,48.08012771606445,23530900,0.5279312133789062,2020,2,05,28,0
2020-05-29,51.400001525878906,53.0,51.060001373291016,53.0,50.87336349487305,92646300,-2.7932357788085938,2020,6,05,29,1
2020-06-01,52.81999969482422,53.849998474121094,52.5,53.41999816894531,51.276512145996094,27152300,-0.4031486511230469,2020,2,06,01,1
2020-06-02,53.79999923706055,53.79999923706055,53.0,53.41999816894531,51.276512145996094,25602700,0.0,2020,2,06,02,1
2020-06-03,53.900001525878906,54.34000015258789,53.380001068115234,53.65999984741211,51.50688171386719,31584300,-0.23036956787109375,2020,3,06,03,1
2020-06-04,53.720001220703125,55.70000076293945,53.52000045776367,55.65999984741211,53.426631927490234,37638600,-1.9197502136230469,2020,3,06,04,1
2020-06-05,56.38999938964844,56.70000076293945,54.34000015258789,54.61000061035156,52.41876220703125,39799100,1.0078697204589844,2020,3,06,05,0
2020-06-08,54.97999954223633,55.650001525878906,53.97999954223633,54.779998779296875,52.581939697265625,27456500,-0.163177490234375,2020,2,06,08,1
2020-06-09,54.15999984741211,54.9900016784668,54.119998931884766,54.9900016784668,52.78351593017578,19860000,-0.20157623291015625,2020,1,06,09,1
2020-06-10,54.90999984741211,55.20000076293945,53.7599983215332,54.20000076293945,52.02521514892578,24321300,0.75830078125,2020,2,06,10,0
2020-06-12,53.709999084472656,54.04999923706055,51.97999954223633,53.400001525878906,51.25731658935547,31223700,0.7678985595703125,2020,3,06,12,0
2020-06-15,52.5,54.43000030517578,52.130001068115234,53.880001068115234,51.718055725097656,27425600,-0.4607391357421875,2020,2,06,15,1
2020-06-16,55.4900016784668,55.5,54.220001220703125,55.38999938964844,53.16746520996094,29329400,-1.4494094848632812,2020,2,06,16,1
2020-06-17,55.4900016784668,56.439998626708984,55.150001525878906,56.20000076293945,53.94496536254883,27840000,-0.7775001525878906,2020,2,06,17,1
2020-06-18,56.29999923706055,56.540000915527344,55.61000061035156,56.16999816894531,53.91616439819336,25770000,0.02880096435546875,2020,2,06,18,0
2020-06-19,56.33000183105469,56.599998474121094,54.709999084472656,55.16999816894531,52.95629119873047,38079900,0.9598731994628906,2020,3,06,19,0
2020-06-22,55.0,55.349998474121094,54.43000030517578,55.0,52.793113708496094,14891400,0.163177490234375,2020,1,06,22,0
2020-06-23,55.529998779296875,56.560001373291016,55.369998931884766,55.59000015258789,53.359439849853516,18272700,-0.5663261413574219,2020,1,06,23,1
2020-06-24,56.25,56.2599983215332,54.81999969482422,55.38999938964844,53.16746520996094,18156600,0.19197463989257812,2020,1,06,24,0
2020-06-25,55.5,56.150001525878906,54.869998931884766,56.0,53.75299072265625,17051900,-0.5855255126953125,2020,1,06,25,1
2020-06-26,55.900001525878906,56.95000076293945,55.209999084472656,55.619998931884766,53.38823699951172,21655500,0.36475372314453125,2020,2,06,26,0
2020-06-29,55.439998626708984,55.90999984741211,54.84000015258789,55.630001068115234,53.39783477783203,15453400,-0.0095977783203125,2020,1,06,29,1
2020-06-30,55.439998626708984,56.540000915527344,55.0099983215332,55.91999816894531,53.67619705200195,27462900,-0.2783622741699219,2020,2,06,30,1
2020-07-01,56.08000183105469,56.08000183105469,54.04999923706055,54.540000915527344,52.3515739440918,28999400,1.3246231079101562,2020,2,07,01,0
2020-07-02,54.849998474121094,55.7400016784668,54.75,55.4900016784668,53.26345443725586,24148500,-0.9118804931640625,2020,2,07,02,1
2020-07-03,55.20000076293945,55.70000076293945,54.93000030517578,55.2599983215332,53.04267883300781,7831800,0.22077560424804688,2020,0,07,03,0
2020-07-06,56.09000015258789,56.7400016784668,55.59000015258789,56.56999969482422,54.30011749267578,23609900,-1.2574386596679688,2020,2,07,06,1
2020-07-07,56.7400016784668,56.97999954223633,56.099998474121094,56.369998931884766,54.1081428527832,13598400,0.19197463989257812,2020,1,07,07,0
2020-07-08,56.900001525878906,57.720001220703125,55.790000915527344,57.31999969482422,55.020023345947266,32634600,-0.9118804931640625,2020,3,07,08,1
2020-07-09,57.52000045776367,57.68000030517578,56.060001373291016,56.41999816894531,54.15613555908203,19741600,0.8638877868652344,2020,1,07,09,0
2020-07-10,56.52000045776367,57.29999923706055,56.15999984741211,56.970001220703125,54.6840705871582,14728100,-0.5279350280761719,2020,1,07,10,1
2020-07-13,57.72999954223633,59.220001220703125,57.650001525878906,57.650001525878906,55.33678436279297,28780200,-0.6527137756347656,2020,2,07,13,1
2020-07-14,57.91999816894531,61.970001220703125,57.900001525878906,61.70000076293945,59.22427749633789,52234500,-3.887493133544922,2020,5,07,14,1
2020-07-15,62.29999923706055,62.93000030517578,60.38999938964844,61.790000915527344,59.310665130615234,29833100,-0.08638763427734375,2020,2,07,15,1
2020-07-16,61.29999923706055,61.689998626708984,59.849998474121094,60.119998931884766,57.707672119140625,22788400,1.6029930114746094,2020,2,07,16,0
2020-07-17,60.5,61.25,60.31999969482422,61.040000915527344,58.59075927734375,18896400,-0.883087158203125,2020,1,07,17,1
2020-07-20,61.119998931884766,61.4900016784668,60.349998474121094,60.79999923706055,58.36038589477539,16491500,0.23037338256835938,2020,1,07,20,0
2020-07-21,60.439998626708984,60.47999954223633,59.27000045776367,59.70000076293945,57.304527282714844,29043600,1.0558586120605469,2020,2,07,21,0
2020-07-22,59.93000030517578,60.25,58.79999923706055,59.2400016784668,56.86298370361328,19644700,0.4415435791015625,2020,1,07,22,0
2020-07-23,59.900001525878906,60.15999984741211,58.63999938964844,58.849998474121094,56.48863220214844,17291900,0.37435150146484375,2020,1,07,23,0
2020-07-24,58.56999969482422,58.849998474121094,57.81999969482422,58.599998474121094,56.248661041259766,22544100,0.23997116088867188,2020,2,07,24,0
2020-07-27,59.099998474121094,61.630001068115234,58.97999954223633,61.369998931884766,58.90751647949219,35124800,-2.658855438232422,2020,3,07,27,1
2020-07-28,60.70000076293945,61.15999984741211,60.20000076293945,60.34000015258789,57.918846130371094,21707500,0.9886703491210938,2020,2,07,28,0
2020-07-29,61.209999084472656,62.95000076293945,60.849998474121094,62.95000076293945,60.42411804199219,29486600,-2.5052719116210938,2020,2,07,29,1
